"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some Other Race alone","Margin of Error!!Total:!!Some Other Race alone","Estimate!!Total:!!Two or More Races:","Margin of Error!!Total:!!Two or More Races:","Estimate!!Total:!!Two or More Races:!!Two races including Some Other Race","Margin of Error!!Total:!!Two or More Races:!!Two races including Some Other Race","Estimate!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races","Margin of Error!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races",
"1400000US21111011514","Census Tract 115.14; Jefferson County; Kentucky","3898","790","2717","765","431","151","9","16","44","49","0","13","56","62","641","264","306","230","335","214",
"1400000US21111011515","Census Tract 115.15; Jefferson County; Kentucky","4852","324","3310","393","631","182","0","13","148","138","0","13","20","23","743","419","535","387","208","152",
"1400000US21111011516","Census Tract 115.16; Jefferson County; Kentucky","3938","372","2876","370","556","209","0","13","227","215","0","13","21","21","258","186","133","176","125","85",
"1400000US21111011517","Census Tract 115.17; Jefferson County; Kentucky","5103","536","3703","452","946","557","0","18","35","48","0","18","0","18","419","254","233","198","186","161",
"1400000US21111011518","Census Tract 115.18; Jefferson County; Kentucky","2045","219","1788","236","158","119","0","13","27","39","0","13","0","13","72","54","16","18","56","48",
"1400000US21111011519","Census Tract 115.19; Jefferson County; Kentucky","6029","667","3692","748","917","285","18","27","143","234","0","18","291","264","968","540","116","155","852","501",
"1400000US21111011520","Census Tract 115.20; Jefferson County; Kentucky","5320","532","4641","455","443","264","0","18","0","18","0","18","12","18","224","271","0","18","224","271",
"1400000US21111011521","Census Tract 115.21; Jefferson County; Kentucky","4570","532","2282","468","677","309","0","13","186","189","8","14","109","79","1308","448","587","249","721","449",
"1400000US21111011522","Census Tract 115.22; Jefferson County; Kentucky","2666","219","1853","305","442","268","0","13","26","54","0","13","71","62","274","197","65","76","209","175",
"1400000US21111011603","Census Tract 116.03; Jefferson County; Kentucky","5439","642","4287","669","403","125","0","18","200","142","8","16","423","468","118","61","0","18","118","61",
"1400000US21111011604","Census Tract 116.04; Jefferson County; Kentucky","2453","259","2331","259","4","28","31","38","0","13","0","13","27","42","60","54","39","47","21","28",
"1400000US21111011605","Census Tract 116.05; Jefferson County; Kentucky","7665","977","5976","921","701","141","0","18","441","344","0","18","104","112","443","306","267","238","176","178",
"1400000US21111011606","Census Tract 116.06; Jefferson County; Kentucky","1630","159","1472","167","45","57","7","11","16","18","0","13","0","13","90","70","66","67","24","30",
"1400000US21111011706","Census Tract 117.06; Jefferson County; Kentucky","3646","454","2846","498","276","190","7","11","143","142","0","13","82","74","292","188","132","119","160","164",
"1400000US21111011707","Census Tract 117.07; Jefferson County; Kentucky","5998","835","3442","853","816","450","0","18","0","18","0","18","734","719","1006","658","392","422","614","433",
"1400000US21111011708","Census Tract 117.08; Jefferson County; Kentucky","6228","651","3761","445","1001","444","0","18","428","315","52","55","66","92","920","343","449","242","471","260",
"1400000US21111011709","Census Tract 117.09; Jefferson County; Kentucky","8152","853","4727","721","1506","355","0","18","588","296","0","18","191","146","1140","523","838","402","302","309",
"1400000US21111011710","Census Tract 117.10; Jefferson County; Kentucky","3586","658","2086","418","606","634","0","13","0","13","0","13","254","169","640","440","521","437","119","106",
"1400000US21111011711","Census Tract 117.11; Jefferson County; Kentucky","6976","1599","4561","700","1598","1480","0","18","138","98","7","14","30","44","642","372","270","144","372","319",
"1400000US21111011712","Census Tract 117.12; Jefferson County; Kentucky","5046","716","2701","597","603","343","0","18","498","419","0","18","89","133","1155","642","952","650","203","184",
"1400000US21111011713","Census Tract 117.13; Jefferson County; Kentucky","3561","675","1864","577","785","405","0","13","0","13","0","13","173","278","739","311","99","155","640","245",
"1400000US21111011800","Census Tract 118; Jefferson County; Kentucky","2314","545","1010","246","1054","584","0","13","7","13","5","9","45","66","193","241","193","241","0","13",
"1400000US21111011901","Census Tract 119.01; Jefferson County; Kentucky","1689","492","572","399","82","116","0","13","0","13","0","13","62","54","973","283","973","283","0","13",
"1400000US21111011904","Census Tract 119.04; Jefferson County; Kentucky","2836","661","1432","559","654","281","0","13","79","121","0","13","101","121","570","325","541","329","29","28",
"1400000US21111011906","Census Tract 119.06; Jefferson County; Kentucky","5270","817","2014","498","1788","692","0","18","274","409","20","31","146","134","1028","389","826","364","202","171",
"1400000US21111011907","Census Tract 119.07; Jefferson County; Kentucky","4316","458","3001","348","656","489","0","13","54","56","0","13","119","161","486","201","298","169","188","122",
"1400000US21111011908","Census Tract 119.08; Jefferson County; Kentucky","3322","747","1288","285","1382","769","0","13","21","26","0","13","195","177","436","248","256","141","180","202",
"1400000US21111011909","Census Tract 119.09; Jefferson County; Kentucky","3587","461","2286","455","253","132","46","78","75","86","0","13","194","166","733","264","613","273","120","75",
"1400000US21111012001","Census Tract 120.01; Jefferson County; Kentucky","3628","911","2916","870","0","13","0","13","0","13","0","13","13","20","699","519","587","514","112","103",
"1400000US21111012003","Census Tract 120.03; Jefferson County; Kentucky","3506","487","2952","488","195","250","18","30","0","13","0","13","87","139","254","180","162","164","92","80",
"1400000US21111012004","Census Tract 120.04; Jefferson County; Kentucky","2051","315","1002","223","97","71","0","13","0","13","0","13","415","186","537","260","422","256","115","89",
"1400000US21111012005","Census Tract 120.05; Jefferson County; Kentucky","4724","739","3086","801","322","124","86","111","0","13","0","13","552","391","678","389","427","417","251","193",
"1400000US21111012103","Census Tract 121.03; Jefferson County; Kentucky","4076","1224","3131","1207","396","132","0","13","69","63","0","13","69","67","411","201","210","171","201","130",
"1400000US21111012104","Census Tract 121.04; Jefferson County; Kentucky","4539","688","3517","425","315","454","13","21","0","13","0","13","47","57","647","378","254","164","393","350",
"1400000US21111012105","Census Tract 121.05; Jefferson County; Kentucky","4912","649","3345","463","957","418","36","60","7","17","0","13","134","205","433","314","112","174","321","289",
"1400000US21111012107","Census Tract 121.07; Jefferson County; Kentucky","5417","611","4325","698","149","180","3","6","23","36","0","18","287","265","630","615","544","613","86","85",
"1400000US21111012108","Census Tract 121.08; Jefferson County; Kentucky","2100","483","1435","310","57","61","0","13","0","13","0","13","349","491","259","112","51","53","208","116",
"1400000US21111012109","Census Tract 121.09; Jefferson County; Kentucky","4814","668","3894","575","397","307","0","13","19","30","8","16","205","236","291","182","36","50","255","178",
"1400000US21111012203","Census Tract 122.03; Jefferson County; Kentucky","6063","580","4732","674","482","420","18","28","56","91","0","18","228","210","547","332","73","119","474","303",
"1400000US21111012204","Census Tract 122.04; Jefferson County; Kentucky","5691","1193","2614","535","1475","702","1","2","142","150","0","18","607","557","852","470","559","431","293","229",
"1400000US21111012205","Census Tract 122.05; Jefferson County; Kentucky","1841","169","710","233","486","215","0","13","252","167","0","13","70","104","323","171","19","20","304","172",
"1400000US21111012206","Census Tract 122.06; Jefferson County; Kentucky","5403","742","2938","691","634","442","4","10","855","389","0","18","141","186","831","588","144","217","687","545",
"1400000US21111012301","Census Tract 123.01; Jefferson County; Kentucky","3833","534","1979","415","771","294","0","13","254","194","0","13","60","74","769","397","310","204","459","340",
"1400000US21111012302","Census Tract 123.02; Jefferson County; Kentucky","4728","861","3252","869","737","431","10","23","85","158","0","13","96","162","548","356","167","230","381","258",
"1400000US21111012406","Census Tract 124.06; Jefferson County; Kentucky","6266","945","4197","990","1327","1020","0","18","0","18","0","18","53","64","689","356","269","224","420","256",
"1400000US21111012407","Census Tract 124.07; Jefferson County; Kentucky","5401","631","3588","553","733","240","0","18","95","80","0","18","31","46","954","434","520","366","434","240",
"1400000US21111012408","Census Tract 124.08; Jefferson County; Kentucky","2370","237","1839","277","151","111","0","13","32","38","0","13","1","2","347","158","243","147","104","62",
"1400000US21111012409","Census Tract 124.09; Jefferson County; Kentucky","3415","504","2341","468","86","112","14","23","0","13","0","13","120","183","854","560","746","557","108","76",
"1400000US21111012410","Census Tract 124.10; Jefferson County; Kentucky","4367","683","2685","439","1385","777","0","13","0","13","0","13","51","53","246","145","101","97","145","105",
"1400000US21111012412","Census Tract 124.12; Jefferson County; Kentucky","3055","359","1590","342","924","328","0","13","214","296","0","13","0","13","327","223","189","205","138","122",
"1400000US21111012413","Census Tract 124.13; Jefferson County; Kentucky","3811","1222","3096","1186","579","150","0","13","0","13","0","13","61","59","75","106","9","12","66","105",
"1400000US21111012501","Census Tract 125.01; Jefferson County; Kentucky","2253","395","1135","334","922","343","0","13","0","13","0","13","82","75","114","80","5","9","109","81",
"1400000US21111012502","Census Tract 125.02; Jefferson County; Kentucky","4425","539","2926","608","780","425","0","13","0","13","0","13","164","267","555","372","283","337","272","162",
"1400000US21111012503","Census Tract 125.03; Jefferson County; Kentucky","3523","423","2028","372","884","194","0","13","126","150","0","13","96","151","389","207","102","133","287","163",
"1400000US21111012603","Census Tract 126.03; Jefferson County; Kentucky","3388","623","1071","426","1790","441","0","13","10","18","0","13","26","29","491","402","154","238","337","328",
"1400000US21111012604","Census Tract 126.04; Jefferson County; Kentucky","6523","1612","2137","809","3295","1590","14","23","0","18","0","18","485","427","592","511","74","127","518","498",
"1400000US21111012605","Census Tract 126.05; Jefferson County; Kentucky","3657","630","899","309","2670","561","0","13","0","13","0","13","45","50","43","45","0","13","43","45",
"1400000US21111012606","Census Tract 126.06; Jefferson County; Kentucky","3845","438","909","210","2556","515","0","13","0","13","0","13","0","13","380","328","161","263","219","226",
"1400000US21111012701","Census Tract 127.01; Jefferson County; Kentucky","4021","807","985","432","2531","753","0","13","0","13","0","13","107","111","398","245","335","239","63","70",
"1400000US21111012702","Census Tract 127.02; Jefferson County; Kentucky","2162","572","1121","336","739","571","0","13","0","13","0","13","25","30","277","197","102","87","175","141",
"1400000US21111012703","Census Tract 127.03; Jefferson County; Kentucky","5922","666","3702","501","1166","530","0","18","0","18","0","18","78","110","976","443","671","530","305","183",
"1400000US21111012801","Census Tract 128.01; Jefferson County; Kentucky","2433","347","295","152","2105","330","25","40","0","13","0","13","0","13","8","11","0","13","8","11",
"1400000US21111012802","Census Tract 128.02; Jefferson County; Kentucky","2788","516","930","231","1649","399","0","13","0","13","0","13","107","115","102","66","0","13","102","66",
"1400000US21111013100","Census Tract 131; Jefferson County; Kentucky","1066","123","986","127","10","6","0","13","4","4","0","13","14","13","52","18","32","18","20","9",
"1400000US21111980100","Census Tract 9801; Jefferson County; Kentucky","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
